city,state,location_code
Saint Lawrence,Pennsylvania,9052919
St. Louis Park,Minnesota,9052920
Saint Matthews,Kentucky,9052921
St. Pete Beach,Florida,9052922
Stafford Township,New Jersey,9052923
Stagecoach,Texas,9052924
Stallings,North Carolina,9052925
Stansbury Park,Utah,9052926
Starr,South Carolina,9052927
Stockertown,Pennsylvania,9052928
Stonington,Connecticut,9052929
Stonybrook,Pennsylvania,9052930
Sturbridge,Massachusetts,9052931
Suamico,Wisconsin,9052932
Sugar Hill,Georgia,9052933
Sugarmill Woods,Florida,9052934
Summerfield,North Carolina,9052935
Summerlin South,Nevada,9052936
Summit Township,Michigan,9052937
Sun City Center,Florida,9052938
Sun Lakes,Arizona,9052939
Sunny Isles Beach,Florida,9052940
Sunnyside,Oregon,9052941
Sunrise,Florida,9052942
Sunrise Manor,Nevada,9052943
Sunset,Florida,9052944
Sunset Beach,North Carolina,9052945
Sunset Hills,Missouri,9052946
Superior,Colorado,9052947
Surf City,North Carolina,9052948
Surfside,Florida,9052949
Surfside Beach,South Carolina,9052950
Susquehanna Trails,Pennsylvania,9052951
Swansea,Illinois,9052952
Swanton,Vermont,9052953
Swissvale,Pennsylvania,9052954
Tabernacle,New Jersey,9052955
Tamalpais-Homestead Valley,California,9052956
Tamarac,Florida,9052957
Tamiami,Florida,9052958
Tanque Verde,Arizona,9052959
Tarrant,Alabama,9052960
Taylor Mill,Kentucky,9052961
Taylorsville,Utah,9052962
Teays Valley,West Virginia,9052963
Tega Cay,South Carolina,9052964
Temple Terrace,Florida,9052965
Tequesta,Florida,9052966
Terrytown,Louisiana,9052967
Terryville,New York,9052968
Tewksbury,New Jersey,9052969
Texas Township,Michigan,9052970
The Crossings,Florida,9052971
The Hammocks,Florida,9052972
The Meadows,Florida,9052973
The Pinery,Colorado,9052974
The Villages,Florida,9052975
The Woodlands,Texas,9052976
Thomas Township,Michigan,9052977
Thompsonville,Pennsylvania,9052978
Thornton,Colorado,9052979
Three Lakes,Washington,9052980
Three Lakes,Florida,9052981
Three Oaks,Florida,9052982
Three Rivers,Oregon,9052983
Thurmont,Maryland,9052984
Tigard,Oregon,9052985
Tillmans Corner,Alabama,9052986
Timberlake,Virginia,9052987
Timberwood Park,Texas,9052988
Tinicum Township,Delaware County,9052989
Tinton Falls,New Jersey,9052990
Tisbury,Massachusetts,9052991
Tittabawassee Township,Michigan,9052992
Tiverton,Rhode Island,9052993
Tonawanda,Erie County,9052994
Topsfield,Massachusetts,9052995
Topsham,Maine,9052996
Torrey,Utah,9052997
Town 'n' Country,Florida,9052998
Town and Country,Missouri,9052999
Townsend,Massachusetts,9053000
Township of Washington,New Jersey,9053001
Trappe,Pennsylvania,9053002
Travilah,Maryland,9053003
Treasure Island,Florida,9053004
Trinity,Florida,9053005
Trooper,Pennsylvania,9053006
Trophy Club,Texas,9053007
Tropic,Utah,9053008
Trotwood,Ohio,9053009
Trumbauersville,Pennsylvania,9053010
Tuckahoe,Virginia,9053011
Tuckahoe,Suffolk County,9053012
Tukwila,Washington,9053013
Tusayan,Arizona,9053014
Tuttle,Oklahoma,9053015
Tyndall Air Force Base,Florida,9053016
Tyngsborough,Massachusetts,9053017
Tysons,Virginia,9053018
Umatilla,Florida,9053019
Union,Kentucky,9053020
Union Township,Michigan,9053021
Union Hill-Novelty Hill,Washington,9053022
Union Park,Florida,9053023
Unity,Maine,9053024
University,Florida,9053025
University City,Missouri,9053026
University Heights,Ohio,9053027
University Park,Texas,9053028
University Park,Illinois,9053029
University Park,Miami-Dade County,9053030
Upper Arlington,Ohio,9053031
Upper Deerfield Township,New Jersey,9053032
Upper Freehold,New Jersey,9053033
Upper Grand Lagoon,Florida,9053034
Upper Providence Township,Delaware County,9053035
Upper Saddle River,New Jersey,9053036
Upper St. Clair Township,Pennsylvania,9053037
Valencia West,Arizona,9053038
Valle Vista,California,9053039
Valley Falls,South Carolina,9053040
Valley Green,Pennsylvania,9053041
Valley View,Ohio,9053042
Vamo,Florida,9053043
Van Buren Township,Michigan,9053044
Vancleave,Mississippi,9053045
Vandenberg Space Force Base,California,9053046
Varnamtown,North Carolina,9053047
Venus,Texas,9053048
Vestavia Hills,Alabama,9053049
Victor,Idaho,9053050
Vienna Township,Michigan,9053051
Villa Hills,Kentucky,9053052
Village of Oak Creek,Arizona,9053053
Village Park,Hawaii,9053054
Villas,Florida,9053055
Vineyard,Sacramento County,9053056
Vineyards,Florida,9053057
Vinings,Georgia,9053058
Wade Hampton,South Carolina,9053059
Wagener,South Carolina,9053060
Waggaman,Louisiana,9053061
Wailea-Makena,Hawaii,9053062
Wailua,Hawaii,9053063
Waimalu,Hawaii,9053064
Waipio,Hawaii,9053065
Wake Village,Texas,9053066
Wakefield,New Hampshire,9053067
Waldoboro,Maine,9053068
Waldport,Oregon,9053069
Walker,Michigan,9053070
Wall Township,New Jersey,9053071
Wallburg,North Carolina,9053072
Wallingford,Connecticut,9053073
Walpole,Massachusetts,9053074
Walthill,Nebraska,9053075
Wantage,New Jersey,9053076
Ware,Massachusetts,9053077
Warren,Vermont,9053078
Warrensburg,New York,9053079
Warrensville Heights,Ohio,9053080
Warrington,Florida,9053081
Washington Township,Morris County,9053082
Washington Township,Warren County,9053083
Washington Township,New Jersey,9053084
Watauga,Texas,9053085
Waterbury,Vermont,9053086
Waterford,New Jersey,9053087
Waterford,Connecticut,9053088
Wauwatosa,Wisconsin,9053089
Webster Groves,Missouri,9053090
Weddington,North Carolina,9053091
Wedgefield,Florida,9053092
Weigelstown,Pennsylvania,9053093
Wekiwa Springs,Florida,9053094
Welcome,South Carolina,9053095
Weldon Spring,Missouri,9053096
Wellington,Florida,9053097
Wells Branch,Texas,9053098
Wesley Chapel,North Carolina,9053099
Wesley Chapel,Florida,9053100
Wesley Chapel South,Florida,9053101
Wesley Hills,New York,9053102
West Allis,Wisconsin,9053103
West Bountiful,Utah,9053104
West Caldwell,New Jersey,9053105
West Carrollton,Ohio,9053106
West Carson,California,9053107
West Conshohocken,Pennsylvania,9053108
West Deptford,New Jersey,9053109
West Dundee,Illinois,9053110
West Falls Church,Virginia,9053111
West Goshen,Pennsylvania,9053112
West Haven,Utah,9053113
West Haven-Sylvan,Oregon,9053114
West Lake Hills,Texas,9053115
West Laurel,Maryland,9053116
West Little River,Florida,9053117
West Melbourne,Florida,9053118
West Milwaukee,Wisconsin,9053119
West Norriton Township,Pennsylvania,9053120
West Pensacola,Florida,9053121
West Pleasant View,Colorado,9053122
West Point,California,9053123
West Rancho Dominguez,California,9053124
West Richland,Washington,9053125
West Seneca,New York,9053126
West Springfield,Virginia,9053127
West Saint Paul,Minnesota,9053128
West University Place,Texas,9053129
West Valley City,Utah,9053130
West Windsor Township,New Jersey,9053131
Westampton Township,New Jersey,9053132
Westborough,Massachusetts,9053133
Westbrook,Connecticut,9053134
Westchase,Florida,9053135
Westchester,Miami-Dade County,9053136
Westerly,Rhode Island,9053137
Westlake,Texas,9053138
Westmere,New York,9053139
Westmont,Pennsylvania,9053140
Weston,Wisconsin,9053141
Westphalia,Michigan,9053142
Westport,North Carolina,9053143
Westview,Florida,9053144
Wetherington,Ohio,9053145
Wheaton-Glenmont,Maryland,9053146
Whisper Walk,Florida,9053147
White Bear Lake,Minnesota,9053148
White Center,Washington,9053149
White Haven,Pennsylvania,9053150
White Oak,Texas,9053151
White Oak,Pennsylvania,9053152
White Oak,Ohio,9053153
White Oak,Maryland,9053154
White Salmon,Washington,9053155
Whitefish Bay,Wisconsin,9053156
Whitehall,Ohio,9053157
Whitesboro,New York,9053158
Whitfield,Florida,9053159
Whitley City,Kentucky,9053160
Whitney,Nevada,9053161
Wilbraham,Massachusetts,9053162
Wildwood,Missouri,9053163
Wilkinsburg,Pennsylvania,9053164
Williamsburg,Florida,9053165
Williamstown,Massachusetts,9053166
Williamsville,New York,9053167
Willow Oak,Florida,9053168
Willow Park,Texas,9053169
Willowbrook,California,9053170
Willowbrook,DuPage County,9053171
Willowick,Ohio,9053172
Wilmington,Illinois,9053173
Wilmington Island,Georgia,9053174
Wilmington Manor,Delaware,9053175
Wilton,New Hampshire,9053176
Wilton Manors,Florida,9053177
Winchendon,Massachusetts,9053178
Winchester,Nevada,9053179
Winchester,Connecticut,9053180
Windber,Pennsylvania,9053181
Windcrest,Texas,9053182
Windsor Township,Michigan,9053183
Windthorst,Texas,9053184
Wingate,North Carolina,9053185
Winslow,Maine,9053186
Winterport,Maine,9053187
Wintersville,Ohio,9053188
Winthrop,Maine,9053189
Winthrop Harbor,Illinois,9053190
Withamsville,Ohio,9053191
Wolf Trap,Virginia,9053192
Wood River,Illinois,9053193
Woodbourne,Pennsylvania,9053194
Woodbourne-Hyde Park,Ohio,9053195
Woodbridge Township,New Jersey,9053196
Woodbury,Minnesota,9053197
Woodbury,Orange County,9053198
Woodcrest,California,9053199
Woodfield,South Carolina,9053200
Woodfin,North Carolina,9053201
Woodhaven,Michigan,9053202
Woodlake,Virginia,9053203
Woodland Park,New Jersey,9053204
Woodlawn,Baltimore County,9053205
Woodmoor,Colorado,9053206
Woodmore,Maryland,9053207
Woodside,California,9053208
Woodside,Pennsylvania,9053209
Woolwich Township,New Jersey,9053210
Wormleysburg,Pennsylvania,9053211
Worthington,Ohio,9053212
Wright,Florida,9053213
Wurtsboro,New York,9053214
Wyldwood,Texas,9053215
Wyndham,Virginia,9053216
Wyndmoor,Pennsylvania,9053217
Wyoming,Michigan,9053218
Wyoming,Ohio,9053219
Wyomissing,Pennsylvania,9053220
Yardley,Pennsylvania,9053221
Yarmouth,Maine,9053222
Yarmouth,Massachusetts,9053223
York Township,Michigan,9053224
Yorklyn,Pennsylvania,9053225
Yosemite Lakes,California,9053226
Youngsville,Louisiana,9053227
Ypsilanti Township,Michigan,9053228
Zeeland Township,Michigan,9053229
Zephyrhills West,Florida,9053230
Zion,Pennsylvania,9053231
St. George,Maine,9073391
Newport,Maine,9073392
Searsport,Maine,9073393
Tremont,Maine,9073394
Milford,Maine,9073395
Howland,Maine,9073396
Enfield,Maine,9073397
Milo,Maine,9073398
Guilford,Maine,9073399
Bingham,Maine,9073400
Eustis,Maine,9073401
Mexico,Maine,9073402
Dixfield,Maine,9073403
Wilton,Maine,9073404
Madison,Maine,9073405
Anson,Maine,9073406
Clinton,Maine,9073407
Fairfield,Maine,9073408
Richmond,Maine,9073409
Mechanic Falls,Maine,9073410
Baldwin,Maine,9073411
Bristol,New Hampshire,9073412
Sandwich,New Hampshire,9073413
Woodstock,Maine,9073414
Gorham,New Hampshire,9073415
Northumberland,New Hampshire,9073416
Burke,Vermont,9073417
Ryegate,Vermont,9073418
Lisbon,New Hampshire,9073419
Whitefield,New Hampshire,9073420
Carroll,New Hampshire,9073421
Enfield,New York,9073422
Strafford,Vermont,9073423
Pomfret,Vermont,9073424
Corinth,Vermont,9073425
Barre (town),Vermont,9073426
Hardwick,Vermont,9073427
Barton,Vermont,9073428
Albany,Vermont,9073429
Hyde Park,Vermont,9073430
Cambridge,Vermont,9073431
Enosburg,Vermont,9073432
Derby,Vermont,9073433
Brighton,Vermont,9073434
Stratford,New Hampshire,9073435
Stewartstown,New Hampshire,9073436
Stacyville,Maine,9073437
Wallagrass,Maine,9073438
Fort Fairfield,Maine,9073439
Limestone,Maine,9073440
Van Buren,Maine,9073441
Brasher,New York,9073442
Otis Orchards-East Farms,Washington,9073443
Mount Hood Village,Oregon,9073445
Blairsden,California,9073453
Graeagle,California,9073454
Challenge-Brownsville,California,9073455
Ramona,California,9073459
Heber-Overgaard,Arizona,9073460
Orchard City,Colorado,9073461
Downieville-Lawson-Dumont,Colorado,9073462
Okauchee Lake,Wisconsin,9073463
Gilbert Creek,West Virginia,9073465
Prichard,Alabama,9073466
Grant-Valkaria,Florida,9073468
Ashton-Sandy Spring,Maryland,9073471
Camden,Delaware,9073472
Wyoming,Delaware,9073473
Gwynn,Virginia,9073474
Winslow Township,New Jersey,9073475
East Nassau,New York,9073507
Fair Haven,Vermont,9073508
Poultney,Vermont,9073509
West Rutland,Vermont,9073510
Wallingford,Vermont,9073511
Clarendon,Vermont,9073512
Whitingham,Vermont,9073513
Halifax,Vermont,9073514
Dover,Vermont,9073515
Newfane,Vermont,9073516
Winchester,New Hampshire,9073517
Northfield,Massachusetts,9073518
Antrim,New Hampshire,9073519
Westminster,Vermont,9073520
Weathersfield,Vermont,9073521
Pittsfield,New Hampshire,9073522
Rockport,Massachusetts,9073523
Essex,Massachusetts,9073524
Greenville,New Hampshire,9073525
Franklin,Connecticut,9073526
Sprague,Connecticut,9073527
Holland,Massachusetts,9073528
Warren,Massachusetts,9073529
Hatfield,Massachusetts,9073530
Hartland,Connecticut,9073531
North Canaan,Connecticut,9073532
Cornwells Heights,Pennsylvania,9073537
Eddington,Pennsylvania,9073538
Bryans Road,Maryland,9158059
Stokesdale,North Carolina,9168160
Gun Barrel City,Texas,9175440
Milliken,Colorado,9189163
Morgan's Point Resort,Texas,9189164
Byrnes Mill,Missouri,9189168
Argentine Township,Michigan,9189175
McLendon-Chisholm,Texas,9189176
Glenn Heights,Texas,9189187
Laurel Park,North Carolina,9189191
Fircrest,Pierce County,9189198
Sardis City,Alabama,9189203
Midway South,Texas,9189210
Wilmer,Texas,9189217
Hideaway,Texas,9189222
Avon,Pennsylvania,9189223
Georgetown,St. Joseph County,9189226
Jarrell,Texas,9189231
Centerville,Florida,9189232
Valinda,California,9189234
Saint Florian,Alabama,9189236
Wellford,South Carolina,9189239
Garden Acres,California,9189245
Churchill,Pennsylvania,9189254
Hurstbourne,Kentucky,9189259
Wahneta,Florida,9189261
Desloge,Missouri,9189266
Burnt Store Marina,Florida,9189270
Monticello,Louisiana,9189272
Southgate,Florida,9189274
Southern Shores,North Carolina,9189286
Little Canada,Minnesota,9189294
Pleasant Valley,West Virginia,9189297
Beacon Square,Florida,9189302
Edwardsville,Pennsylvania,9189304
Westmont,California,9189310
Stowe Township,Pennsylvania,9189321
Indian River Shores,Florida,9189328
Rochester,Illinois,9189332
Jemison,Alabama,9189343
Blowing Rock,North Carolina,9189344
Simpsonville,Kentucky,9189346
Union Gap,Washington,9189347
Cocoa West,Florida,9189349
Medulla,Florida,9189350
Comstock Northwest,Michigan,9189352
Shepherd,Texas,9189353
Fort Chiswell,Virginia,9189357
High Shoals,North Carolina,9189361
Bolivar Peninsula,Texas,9189363
Campion,Colorado,9189367
Ellisville,Missouri,9189369
Inglis,Florida,9189370
Terrace Heights,Washington,9189378
Cottonwood-Verde Village,Arizona,9189386
Indian River Estates,Florida,9189388
Spring Lake Heights,New Jersey,9189391
Lake Los Angeles,California,9189395
Holden Lakes,Florida,9189397
North Valley Stream,New York,9189402
Pingree Grove,Illinois,9189404
Oak Ridge North,Texas,9189406
Edisto Beach,South Carolina,9189408
Walterhill,Tennessee,9189423
River Hills,Wisconsin,9189428
Sharpes,Florida,9189434
Los Ranchos de Albuquerque,New Mexico,9189435
James Island,South Carolina,9189439
Upper Township,New Jersey,9189440
Highland Hills,Ohio,9189441
West Gate,Virginia,9189443
Muskegon Heights,Michigan,9189446
Sawgrass,Florida,9189450
Comer,Georgia,9189452
Muscoy,California,9189454
Nassau Bay,Texas,9189458
Niederwald,Texas,9189461
East Bend,North Carolina,9189464
Spencer,Oklahoma,9189465
Murphy Village,South Carolina,9189469
Haddon Township,New Jersey,9189470
Lyman,Maine,9189486
Santa Teresa,New Mexico,9189498
Woodlyn,Pennsylvania,9189502
Elim,Pennsylvania,9189505
Country Club,San Joaquin County,9189516
Finley,Washington,9189523
Middle Valley,Tennessee,9189524
Montgomery,Georgia,9189529
Gulf Hills,Mississippi,9189534
Springs,New York,9189537
Wilsons Mills,North Carolina,9189539
Natalbany,Louisiana,9189548
Porter,Indiana,9189549
Johnson,Arkansas,9189550
Webster,Florida,9189553
South Coatesville,Pennsylvania,9189555
Warsaw,North Carolina,9189556
Mount Carmel,Tennessee,9189558
Shell Point,South Carolina,9189562
Clarkson Valley,Missouri,9189564
West Puente Valley,California,9189568
Laflin,Pennsylvania,9189573
Sudden Valley,Washington,9189574
Kings Grant,North Carolina,9189576
Campbell,Florida,9189577
West Samoset,Florida,9189590
Midland,Washington,9189596
Pembroke Park,Florida,9189623
Pleasant Run,Ohio,9189626
Lantana,Texas,9189634
Four Corners,Montana,9189636
Rolesville,North Carolina,9189640
Pine Ridge,South Carolina,9189641
Rapid Valley,South Dakota,9189645
Fort Pierce South,Florida,9189646
Cross Mountain,Texas,9189648
Cumberland,Indiana,9189650
Floral City,Florida,9189651
Biltmore Forest,North Carolina,9189661
South Cleveland,Tennessee,9189680
Boyd,Texas,9189682
Brookdale,South Carolina,9189684
Hillcrest,New York,9189687
Helena Valley Southeast,Montana,9189688
Piperton,Tennessee,9189693
Village of Four Seasons,Missouri,9189697
Pohatcong Township,New Jersey,9189701
India Hook,South Carolina,9189703
Hudson,Texas,9189710
Atkins,Arkansas,9189727
Coopertown,Tennessee,9189728
Golden Beach,Maryland,9189731
Slater-Marietta,South Carolina,9189732
Hokes Bluff,Alabama,9189737
Ponderay,Idaho,9189746
Franklin Township,Hunterdon County,9189747
Pretty Bayou,Florida,9189750
Tortolita,Arizona,9189753
Deephaven,Minnesota,9189755
Sumrall,Mississippi,9189767
Baldwin,Georgia,9189770
Etowah,Tennessee,9189774
Southside,Etowah County,9189793
Tecumseh,Kansas,9189801
Cudahy,California,9189804
Pine Castle,Florida,9189806
Cesar Chavez,Texas,9189807
Derby,Colorado,9189812
Los Chavez,New Mexico,9189821
Heath,Texas,9189830
Nurillo,Texas,9189836
Euharlee,Georgia,9189844
Adwolfe,Virginia,9189848
Federal Heights,Colorado,9189859
Solana,Florida,9189867
Meridian,Colorado,9189872
Redington Beach,Florida,9189883
Lacy Lakeview,Texas,9189884
Greater Galesburg,Michigan,9189885
Walnut Grove,Georgia,9189887
Lake of the Woods,Illinois,9189889
Hockinson,Washington,9189892
Anza,California,9189894
Walnut Grove,Washington,9189896
New Hempstead,New York,9189897
Redwood,Oregon,9189898
Selby-on-the-Bay,Maryland,9189905
Suncoast Estates,Florida,9189913
Sand City,California,9189914
La Homa,Texas,9189922
Fairwood,Maryland,9189923
Pimmit Hills,Virginia,9189924
Balfour,North Carolina,9189925
South Sumter,South Carolina,9189934
Shinnecock Hills,New York,9189935
Belvedere,California,9189938
Westwood Lakes,Florida,9189956
Leon Valley,Texas,9189965
Venice Gardens,Florida,9189967
Oak Grove,South Carolina,9189981
Ocean City,Florida,9189986
Arcade,Georgia,9189992
Vandenberg Village,California,9189998
Evergreen,Montana,9190001
Claxton,Georgia,9190009
Mechanicsville,Pennsylvania,9190017
Village of Lakewood,Illinois,9190033
Dalton Gardens,Idaho,9190034
North Bellport,New York,9190041
Granite,Utah,9190044
Woodmere,Louisiana,9190045
Star,Idaho,9190060
Lake Success,New York,9190061
Muttontown,New York,9190065
Hudson Oaks,Texas,9190074
Woodlawn,Prince George's County,9190075
Glen Raven,North Carolina,9190080
Lemay,Missouri,9190084
Felida,Washington,9190085
Tecumseh,Oklahoma,9190086
Groesbeck,Ohio,9190087
North College Hill,Ohio,9190095
Cooper Township,Michigan,9190103
Woodway,Washington,9190104
Litchfield,Maine,9190105
Hidden Valley,Indiana,9190107
Serenada,Texas,9190110
Saddlebrooke,Arizona,9190120
Cottleville,Missouri,9190124
Springfield,Burlington County,9190125
Rogersville,Alabama,9190127
Elmwood Township,Michigan,9190129
Vadnais Heights,Minnesota,9190133
Round Lake Park,Illinois,9190140
West Sharyland,Texas,9190142
Loyola,California,9190157
Green Hill,Tennessee,9190162
Richmond Heights,Florida,9190170
Yeadon,Pennsylvania,9190176
Del Rio,Hillsborough County,9190182
Kalifornsky,Alaska,9190189
Sauget,Illinois,9190190
Hobart,Wisconsin,9190192
Twin Lakes,California,9190201
Eagleton Village,Tennessee,9190225
Centerville,Pennsylvania,9190229
Lake Murray of Richland,South Carolina,9190232
Whiting,Wisconsin,9190233
Fussels Corner,Florida,9190249
Long Lake,Illinois,9190262
Highland Acres,Delaware,9190275
Charlotte Park,Florida,9190279
Spring City,Tennessee,9190283
Ettrick,Virginia,9190290
Raleigh Hills,Oregon,9190300
Fort Pierce North,Florida,9190303
Chaparral,New Mexico,9190307
Nassau Village-Ratliff,Florida,9190311
Merrydale,Louisiana,9190320
Vernon,California,9190328
West Peoria,Illinois,9190331
Hopewell,Tennessee,9190341
Elwood,New York,9190344
Fairbanks Ranch,California,9190349
Beach Park,Illinois,9190351
Wabasso Beach,Florida,9190355
Moscow Mills,Missouri,9190357
Cross Plains,Tennessee,9190359
Trent Woods,North Carolina,9190364
West Slope,Oregon,9190365
Olga,Florida,9190372
Frederickson,Washington,9190375
Delanco,New Jersey,9190376
Aldine,Texas,9190379
Sherrills Ford,North Carolina,9190382
Watertown Township,Michigan,9190386
Marietta-Alderwood,Washington,9190391
Buena Vista Township,New Jersey,9190396
China Township,Michigan,9190397
Myrtle Grove,North Carolina,9190401
Mar-Mac,North Carolina,9190403
Olympia Heights,Florida,9190412
Pinehurst,Orange County,9190420
Westwood,Kentucky,9190433
Lido Beach,New York,9190435
Todd Creek,Colorado,9190445
Fort Salonga,New York,9190447
Abram,Texas,9190449
Catlettsburg,Kentucky,9190450
Pecan Acres,Texas,9190455
River Oaks,Tarrant County,9190457
North Valley,New Mexico,9190472
Ammon,Idaho,9190480
Greenville,Westchester County,9190482
Junction,California,9190484
Moores Mill,Alabama,9190493
Bethlehem,North Carolina,9190494
Porter Heights,Texas,9190498
West Vero Corridor,Florida,9190503
Columbus,Minnesota,9190507
Rhome,Texas,9190508
Plum Grove,Texas,9190519
Goshen,California,9190520
Westover,West Virginia,9190526
Conway,Florida,9190528
Volo,Illinois,9190532
Indian Hills,Nevada,9190535
Lake Hamilton,Florida,9190536
Central,Tennessee,9190543
Independence,Minnesota,9190550
Broadway,North Carolina,9190554
Prairie Ridge,Washington,9190555
Cedar Hills,Oregon,9190563
Newtown,Ohio,9190570
James City,North Carolina,9190590
Cudjoe Key,Florida,9190596
Charlotte Harbor,Florida,9190598
New York Mills,New York,9190603
Six Mile,South Carolina,9190604
Granite Shoals,Texas,9190608
Silver Lake,North Carolina,9190611
Abita Springs,Louisiana,9190612
Mosheim,Tennessee,9190623
El Cerrito,Riverside County,9190625
Whitemarsh Island,Georgia,9190630
Vernon,Wisconsin,9190638
Stonegate,Colorado,9190639
Westgate,Florida,9190641
Four Corners,Oregon,9190647
Madera Acres,California,9190652
View Park-Windsor Hills,California,9190654
West Point,Utah,9190655
Sweeny,Texas,9190659
Snowmass Village,Colorado,9190673
Maytown,Pennsylvania,9190674
North Mankato,Minnesota,9190676
Cherryland,California,9190677
River Park,Florida,9190679
Centreville,Illinois,9190685
Kimball,Tennessee,9190689
Mesilla,New Mexico,9190701
Timberlane,Louisiana,9190705
Crestview Hills,Kentucky,9190716
North Caldwell,New Jersey,9190719
Orchards,Washington,9190733
Keyes,California,9190738
State Line,Pennsylvania,9190742
Cherry Valley,California,9190743
Indian Hills,Kentucky,9190745
North High Shoals,Georgia,9190746
Fairview,Georgia,9190750
Bridge City,Louisiana,9190761
Oroville East,California,9190764
Terry,Mississippi,9190765
Lake Tansi,Tennessee,9190770
Harbison Canyon,California,9190780
Glendale,Ohio,9190784
Bloomingdale,Tennessee,9190786
Tellico Village,Tennessee,9190787
South Apopka,Florida,9190790
Oak Park,Indiana,9190792
Lopatcong,New Jersey,9190794
Chickasaw,Alabama,9190800
Dupont,Pennsylvania,9190808
Homeland Park,South Carolina,9190816
Barrett,Texas,9190819
Wickerham Manor-Fisher,Pennsylvania,9190829
Rutland,Vermont,9190850
Perry,Utah,9190852
Baxter Village,South Carolina,9190858
Walton Hills,Ohio,9190863
Vincent,California,9190864
Lake Hallie,Wisconsin,9190865
Midway-Hardwick,Georgia,9190870
Golden Hills,California,9190871
Noyack,New York,9190872
Bay Hill,Florida,9190881
French Camp,California,9190893
Andalusia,Pennsylvania,9190906
Edgecliff Village,Texas,9190910
Golden Valley,Arizona,9190913
New Stanton,Pennsylvania,9190916
Navassa,North Carolina,9190918
Wadsworth,Illinois,9190921
Helena Valley West Central,Montana,9190922
Holualoa,Hawaii,9190928
Berlin,Vermont,9190933
Walker Mill,Maryland,9190934
Kirkland,North Carolina,9190937
Plainedge,New York,9190939
Jupiter Island,Florida,9190942
Churchill,Ohio,9190943
White Pine,Tennessee,9190945
Wellsville,Utah,9190970
Clayton Township,Michigan,9190973
Alton,Texas,9190977
Shively,Kentucky,9190979
Credit River,Minnesota,9190981
Robinwood,Maryland,9190983
Clay,Alabama,9190991
Winfield,Indiana,9190994
Yorkshire,Virginia,9190995
Plantation,Sarasota County,9191000
Covedale,Ohio,9191006
East Dublin,Georgia,9191007
Ocean Ridge,Florida,9191018
North Shore,Virginia,9191019
Oak Grove,Tennessee,9191026
Northridge,Montgomery County,9191033
Ormond-by-the-Sea,Florida,9191040
Santa Rosa Valley,California,9191042
North Corbin,Kentucky,9191047
Lakes of the Four Seasons,Indiana,9191048
Lynnwood-Pricedale,Pennsylvania,9191064
Murrayville,North Carolina,9191067
East Dundee,Illinois,9191072
Bay Pines,Florida,9191076
Colonial Heights,Tennessee,9191078
Pistakee Highlands,Illinois,9191086
Saint Augusta,Minnesota,9191092
Lincoln Park,New York,9191097
Riverside,New York,9191099
Millersville,Tennessee,9191106
McGuire Air Force Base,New Jersey,9191107
Rockwell,Arkansas,9191108
Brusly,Louisiana,9191109
Claycomo,Missouri,9191115
Folsom,New Jersey,9191126
Wayne Heights,Pennsylvania,9191129
Reno,Lamar County,9191133
Mountain Village,Colorado,9191144
Eastover,North Carolina,9191145
Kimberly,Alabama,9191146
Windsor,Virginia,9191147
Tusculum,Tennessee,9191156
Marlton,Maryland,9191163
Bellmead,Texas,9191175
Center Point,Alabama,9191177
South Blooming Grove,New York,9191180
Ponderosa Park,Colorado,9191181
Saint Stephens,North Carolina,9191182
Red Hill,South Carolina,9191187
Parker,Texas,9191189
Bermuda Dunes,California,9191201
Horace,North Dakota,9191215
Fox Island,Washington,9191218
North Oaks,Minnesota,9191221
Hendron,Kentucky,9191222
New Whiteland,Indiana,9191224
Saks,Alabama,9191229
South Patrick Shores,Florida,9191239
Lakeview,Georgia,9191240
Shiloh,Ohio,9191241
Black Canyon City,Arizona,9191243
August,California,9191246
Tanglewilde,Washington,9191248
Running Springs,California,9191249
Caseyville,Illinois,9191272
Garden Home-Whitford,Oregon,9191273
Sedalia,North Carolina,9191276
Desert Hills,Mohave County,9191285
Oakland,Florida,9191304
Grant,Minnesota,9191317
Forest View,Illinois,9191319
Biscayne Gardens,Florida,9191328
South Brooksville,Florida,9191333
Vine Hill,California,9191337
Vineyard,Utah,9191341
West Alton,Missouri,9191344
Meraux,Louisiana,9191347
West Whittier-Los Nietos,California,9191352
Amesti,California,9191355
Grifton,North Carolina,9191357
Wilkins Township,Pennsylvania,9191360
Calumet Township,Michigan,9191365
Bright,Indiana,9191369
Arial,South Carolina,9191377
Walkertown,North Carolina,9191383
Green Park,Missouri,9191387
Fruitvale,Colorado,9191391
Upper Brookville,New York,9191398
Northlake,Texas,9191403
Venetian Village,Illinois,9191404
Lincoln Park,Fremont County,9191410
Bedford Township,Michigan,9191418
North Merrick,New York,9191420
West Amwell Township,New Jersey,9191421
Viola,New York,9191428
San Leon,Texas,9191430
Boonsboro,Maryland,9191439
Lake Alfred,Florida,9191451
Ladera Heights,California,9191455
Coyote,California,9191458
Rye Brook,New York,9191459
Arcola,Texas,9191461
Dunlap,Indiana,9191467
Innsbrook,Virginia,9191469
Lake Barrington,Illinois,9191471
Deenwood,Georgia,9191478
Mount Crested Butte,Colorado,9191487
Cleveland,Florida,9191489
Glencoe,Alabama,9191493
Elkins,Arkansas,9191499
North Fond du Lac,Wisconsin,9191508
