city,state,location_code
Anchorage,Alaska,1012873
Anderson,Alaska,1012874
Angoon,Alaska,1012875
Atqasuk,Alaska,1012876
Utqiagvik,Alaska,1012877
Bethel,Alaska,1012878
Clear,Alaska,1012879
Cordova,Alaska,1012880
Craig,Alaska,1012881
Delta Junction,Alaska,1012882
Dillingham,Alaska,1012883
Eielson Air Force Base,Alaska,1012885
Elmendorf Air Force Base,Alaska,1012886
Fairbanks,Alaska,1012887
Galena,Alaska,1012888
Glennallen,Alaska,1012890
Gustavus,Alaska,1012891
Haines,Alaska,1012892
Healy,Alaska,1012893
Homer,Alaska,1012894
Hoonah,Alaska,1012895
Juneau,Juneau,1012896
Kenai,Alaska,1012897
Ketchikan,Alaska,1012898
Klawock,Alaska,1012899
Kodiak,Alaska,1012900
Kotzebue,Alaska,1012901
McGrath,Alaska,1012902
Metlakatla,Alaska,1012903
Mountain Village,Alaska,1012904
Nikiski,Alaska,1012905
Nome,Alaska,1012906
North Pole,Alaska,1012907
Palmer,Alaska,1012908
Pelican,Alaska,1012909
Petersburg,Alaska,1012910
Port Lions,Alaska,1012911
Seward,Alaska,1012912
Sitka,Alaska,1012913
Skagway,Alaska,1012914
Soldotna,Alaska,1012915
Tanacross,Alaska,1012917
Thorne Bay,Alaska,1012918
Tok,Alaska,1012919
Tununak,Alaska,1012920
Unalaska,Alaska,1012921
Valdez,Alaska,1012922
Wasilla,Alaska,1012923
Whittier,Alaska,1012924
Wrangell,Alaska,1012925
Yakutat,Alaska,1012926
Abbeville,Alabama,1012927
Adamsville,Alabama,1012928
Addison,Alabama,1012929
Adger,Alabama,1012930
Alabaster,Alabama,1012931
Albertville,Alabama,1012932
Alexander City,Alabama,1012933
Alexandria,Alabama,1012934
Allgood,Alabama,1012935
Alpine,Alabama,1012936
Andalusia,Alabama,1012937
Anniston,Alabama,1012938
Arab,Alabama,1012939
Arlington,Alabama,1012940
Ashford,Alabama,1012941
Ashland,Alabama,1012942
Ashville,Alabama,1012943
Athens,Alabama,1012944
Atmore,Alabama,1012945
Attalla,Alabama,1012946
Auburn,Alabama,1012947
Autaugaville,Alabama,1012949
Axis,Alabama,1012950
Bay Minette,Alabama,1012951
Berry,Alabama,1012952
Bessemer,Alabama,1012953
Birmingham,Alabama,1012954
Blountsville,Alabama,1012955
Boaz,Alabama,1012956
Bremen,Alabama,1012957
Brewton,Alabama,1012958
Brookwood,Alabama,1012959
Brownsboro,Alabama,1012960
Bucks,Alabama,1012961
Buhl,Alabama,1012962
Butler,Alabama,1012963
Calera,Alabama,1012964
Camden,Alabama,1012966
Carrollton,Alabama,1012967
Centre,Alabama,1012968
Centreville,Alabama,1012969
Chapman,Alabama,1012970
Chelsea,Alabama,1012971
Cherokee,Alabama,1012972
Childersburg,Alabama,1012973
Clanton,Alabama,1012974
Clayton,Alabama,1012975
Clio,Alabama,1012976
Coffeeville,Alabama,1012977
Columbia,Alabama,1012978
Columbiana,Alabama,1012979
Cottondale,Alabama,1012980
Cottonwood,Alabama,1012981
Cowarts,Alabama,1012982
Creola,Alabama,1012983
Crossville,Alabama,1012984
Cullman,Alabama,1012985
Daleville,Alabama,1012986
Daphne,Alabama,1012987
Dauphin Island,Alabama,1012988
Deatsville,Alabama,1012989
Decatur,Alabama,1012990
Demopolis,Alabama,1012991
Dixons Mills,Alabama,1012992
Dothan,Alabama,1012993
Eastaboga,Alabama,1012994
Eclectic,Alabama,1012995
Elba,Alabama,1012997
Elberta,Alabama,1012998
Enterprise,Alabama,1012999
Eufaula,Alabama,1013000
Eutaw,Alabama,1013001
Evergreen,Alabama,1013002
Excel,Alabama,1013003
Fairfield,Alabama,1013004
Fairhope,Alabama,1013005
Fayette,Alabama,1013006
Florence,Alabama,1013007
Foley,Alabama,1013008
Fruitdale,Alabama,1013009
Fort Deposit,Alabama,1013010
Fort Payne,Alabama,1013011
Fort Novosel,Alabama,1013012
Fulton,Alabama,1013013
Fultondale,Alabama,1013014
Gadsden,Alabama,1013015
Gardendale,Alabama,1013016
Geneva,Alabama,1013017
Glenwood,Alabama,1013018
Goodwater,Alabama,1013019
Gordo,Alabama,1013020
Grand Bay,Alabama,1013021
Graysville,Alabama,1013022
Greensboro,Alabama,1013023
Greenville,Alabama,1013024
Grove Hill,Clarke County,1013025
Guin,Alabama,1013026
Gulf Shores,Alabama,1013027
Guntersville,Alabama,1013028
Haleyville,Alabama,1013029
Hamilton,Alabama,1013030
Hanceville,Alabama,1013031
Hartselle,Alabama,1013032
Hatchechubbee,Alabama,1013033
Hayden,Alabama,1013034
Hayneville,Alabama,1013035
Hazel Green,Alabama,1013036
Headland,Alabama,1013037
Heflin,Alabama,1013038
Helena,Alabama,1013039
Hodges,Alabama,1013040
Hope Hull,Alabama,1013041
Huntsville,Alabama,1013042
Huxford,Alabama,1013043
Ider,Alabama,1013044
Jack,Alabama,1013045
Jackson,Alabama,1013046
Jacksonville,Alabama,1013047
Jasper,Alabama,1013048
Jefferson,Marengo County,1013049
Kellyton,Alabama,1013050
Killen,Alabama,1013051
Laceys Spring,Alabama,1013052
La Fayette,Alabama,1013053
Lanett,Alabama,1013054
Leeds,Alabama,1013055
Leesburg,Alabama,1013056
Lillian,Alabama,1013057
Lincoln,Alabama,1013058
Linden,Alabama,1013059
Lineville,Alabama,1013060
Livingston,Alabama,1013061
Loachapoka,Alabama,1013062
Locust Fork,Alabama,1013063
Loxley,Alabama,1013064
Luverne,Alabama,1013065
Madison,Alabama,1013066
Marion,Alabama,1013067
Mathews,Alabama,1013068
Millport,Alabama,1013069
Millry,Alabama,1013070
Mobile,Alabama,1013071
Monroeville,Alabama,1013072
Montevallo,Alabama,1013073
Montgomery,Alabama,1013074
Montrose Historic District,Alabama,1013075
Morris,Alabama,1013076
Moulton,Alabama,1013077
Munford,Alabama,1013078
Muscle Shoals,Alabama,1013079
New Brockton,Alabama,1013080
New Market,Alabama,1013081
Newton,Alabama,1013082
Newville,Alabama,1013083
Northport,Alabama,1013085
Notasulga,Alabama,1013086
Oakman,Alabama,1013087
Oneonta,Alabama,1013088
Opelika,Alabama,1013089
Opp,Alabama,1013090
Orange Beach,Alabama,1013091
Oxford,Alabama,1013092
Ozark,Alabama,1013093
Paint Rock,Alabama,1013094
Pelham,Alabama,1013095
Pell City,Alabama,1013096
Pennington,Alabama,1013097
Perdue Hill,Alabama,1013098
Phenix City,Alabama,1013099
Piedmont,Alabama,1013100
Pike Road,Alabama,1013101
Pine Hill,Alabama,1013102
Pinson,Alabama,1013103
Pleasant Grove,Alabama,1013104
Prattville,Alabama,1013105
Quinton,Alabama,1013106
Ragland,Alabama,1013107
Rainbow City,Alabama,1013108
Rainsville,Alabama,1013109
Ramer,Alabama,1013110
Red Bay,Alabama,1013111
Reform,Alabama,1013112
Roanoke,Alabama,1013113
Robertsdale,Alabama,1013114
Russellville,Alabama,1013115
Rutledge,Alabama,1013116
Saginaw,Alabama,1013117
Saraland,Alabama,1013118
Scottsboro,Alabama,1013119
Selma,Alabama,1013120
Semmes,Alabama,1013121
Sheffield,Alabama,1013123
Shelby,Alabama,1013124
Spanish Fort,Alabama,1013125
Springville,Alabama,1013126
Sulligent,Alabama,1013127
Sumiton,Alabama,1013128
Summerdale,Alabama,1013129
Sycamore,Alabama,1013130
Sylacauga,Alabama,1013131
Talladega,Alabama,1013132
Tallassee,Alabama,1013133
Theodore,Alabama,1013134
Thomasville,Alabama,1013135
Toney,Alabama,1013136
Troy,Alabama,1013137
Trussville,Alabama,1013138
Tuscaloosa,Alabama,1013139
Tuscumbia,Alabama,1013140
Tuskegee,Alabama,1013141
Union Springs,Alabama,1013143
Valley,Alabama,1013144
Vernon,Alabama,1013145
Vinemont,Alabama,1013146
Wadley,Alabama,1013147
Walnut Grove,Alabama,1013148
Warrior,Alabama,1013149
Webb,Alabama,1013150
Wedowee,Alabama,1013151
Wetumpka,Alabama,1013152
Winfield,Marion County,1013153
York,Alabama,1013154
Adona,Arkansas,1013156
Alexander,Arkansas,1013157
Alma,Arkansas,1013158
Altheimer,Arkansas,1013159
Amity,Arkansas,1013160
Arkadelphia,Arkansas,1013161
Armorel,Arkansas,1013162
Ash Flat,Arkansas,1013163
Ashdown,Arkansas,1013164
Augusta,Arkansas,1013165
Bald Knob,Arkansas,1013166
Barling,Arkansas,1013167
Batesville,Arkansas,1013168
Bauxite,Arkansas,1013169
Bay,Arkansas,1013170
Beebe,Arkansas,1013171
Bella Vista,Arkansas,1013172
Benton,Arkansas,1013173
Bentonville,Arkansas,1013174
Berryville,Arkansas,1013175
Bigelow,Arkansas,1013176
Blytheville,Arkansas,1013177
Booneville,Arkansas,1013178
Bradford,Arkansas,1013179
Branch,Arkansas,1013180
Brinkley,Arkansas,1013181
Brockwell,Arkansas,1013182
Brookland,Arkansas,1013183
Bryant,Arkansas,1013184
Burdette,Arkansas,1013185
Cabot,Arkansas,1013186
Calico Rock,Arkansas,1013187
Camden,Arkansas,1013188
Carlisle,Arkansas,1013189
Carthage,Arkansas,1013190
Cave City,Arkansas,1013191
Center Ridge,Arkansas,1013192
Charleston,Arkansas,1013193
Charlotte,Arkansas,1013194
Cherokee Village,Arkansas,1013195
Clarendon,Arkansas,1013196
Clarksville,Arkansas,1013197
Clinton,Arkansas,1013198
Compton,Arkansas,1013199
Conway,Arkansas,1013200
Corning,Arkansas,1013201
Crossett,Arkansas,1013202
Danville,Arkansas,1013203
Dardanelle,Arkansas,1013204
De Queen,Arkansas,1013205
DeWitt,Arkansas,1013206
Decatur,Arkansas,1013207
Dermott,Arkansas,1013208
Des Arc,Arkansas,1013209
Dumas,Arkansas,1013210
Dyess,Arkansas,1013211
El Dorado,Arkansas,1013212
Elm Springs,Arkansas,1013213
England,Arkansas,1013214
Enola,Arkansas,1013215
Eureka Springs,Arkansas,1013216
Fairfield Bay,Arkansas,1013217
Farmington,Arkansas,1013218
Fayetteville,Arkansas,1013219
Flippin,Arkansas,1013220
Floral,Arkansas,1013221
Fordyce,Arkansas,1013222
Forrest City,Arkansas,1013223
Fountain Hill,Arkansas,1013224
Friendship,Arkansas,1013225
Fort Smith,Arkansas,1013226
Gassville,Arkansas,1013227
Gentry,Arkansas,1013228
Gillham,Arkansas,1013229
Glenwood,Arkansas,1013230
Gould,Arkansas,1013231
Grady,Arkansas,1013232
Gravette,Arkansas,1013233
Greenbrier,Arkansas,1013234
Greenwood,Arkansas,1013235
Guion,Arkansas,1013236
Hackett,Arkansas,1013237
Hamburg,Arkansas,1013238
Hardy,Arkansas,1013239
Harrisburg,Arkansas,1013240
Harrison,Arkansas,1013241
Hartford,Arkansas,1013242
Hattieville,Arkansas,1013243
Hazen,Arkansas,1013244
Heber Springs,Arkansas,1013245
Hector,Arkansas,1013246
Higden,Arkansas,1013248
Hope,Arkansas,1013249
Hot Springs Village,Arkansas,1013251
Hoxie,Arkansas,1013252
Humphrey,Arkansas,1013253
Huntsville,Arkansas,1013254
Imboden,Arkansas,1013255
Jacksonville,Arkansas,1013256
Jasper,Arkansas,1013257
Jessieville,Arkansas,1013258
Joiner,Arkansas,1013259
Jonesboro,Arkansas,1013260
Keiser,Arkansas,1013261
Kensett,Arkansas,1013262
Lake Village,Arkansas,1013263
Lavaca,Arkansas,1013264
Lead Hill,Arkansas,1013265
Lepanto,Arkansas,1013266
Leslie,Arkansas,1013267
Little Rock,Arkansas,1013268
Little Rock Air Force Base,Arkansas,1013269
Lockesburg,Arkansas,1013270
London,Arkansas,1013271
Lonoke,Arkansas,1013272
Lowell,Arkansas,1013273
Luxora,Arkansas,1013274
Lynn,Arkansas,1013275
Magnolia,Arkansas,1013277
Malvern,Arkansas,1013278
Mammoth Spring,Arkansas,1013279
Mansfield,Arkansas,1013280
Marianna,Arkansas,1013281
Marion,Arkansas,1013282
Marked Tree,Arkansas,1013283
Marmaduke,Arkansas,1013284
Marshall,Arkansas,1013285
Maumelle,Arkansas,1013286
Maynard,Arkansas,1013287
McCrory,Arkansas,1013288
McGehee,Arkansas,1013289
McRae,Arkansas,1013290
Melbourne,Arkansas,1013291
Mena,Arkansas,1013292
Monticello,Arkansas,1013293
Morrilton,Arkansas,1013294
Mount Holly,Arkansas,1013295
Mount Ida,Arkansas,1013296
Mount Pleasant,Arkansas,1013297
Mount Vernon,Arkansas,1013298
Mountain Home,Arkansas,1013299
Mountain View,Arkansas,1013300
Mountainburg,Arkansas,1013301
Nashville,Arkansas,1013302
Newark,Arkansas,1013303
Newport,Arkansas,1013304
Norfork,Arkansas,1013305
Norman,Arkansas,1013306
North Little Rock,Arkansas,1013307
Osceola,Arkansas,1013308
Ozark,Arkansas,1013309
Palestine,Arkansas,1013310
Paragould,Arkansas,1013311
Paris,Arkansas,1013312
Pea Ridge,Arkansas,1013313
Pearcy,Arkansas,1013314
Piggott,Arkansas,1013315
Pine Bluff,Arkansas,1013316
Plainview,Arkansas,1013317
Plumerville,Arkansas,1013318
Pocahontas,Arkansas,1013319
Poplar Grove,Arkansas,1013320
Pottsville,Arkansas,1013321
Prairie Grove,Arkansas,1013322
Prescott,Arkansas,1013323
Quitman,Arkansas,1013324
Rector,Arkansas,1013325
Rison,Arkansas,1013326
Rogers,Arkansas,1013327
Romance,Arkansas,1013328
Rosston,Arkansas,1013329
Russellville,Arkansas,1013330
Salem,Fulton County,1013331
Scotland,Arkansas,1013333
Searcy,Arkansas,1013334
Sheridan,Arkansas,1013335
Sherwood,Arkansas,1013336
Siloam Springs,Arkansas,1013337
Smackover,Arkansas,1013338
Springdale,Arkansas,1013339
Stamps,Arkansas,1013340
Star City,Arkansas,1013341
Stuttgart,Arkansas,1013343
Subiaco,Arkansas,1013344
Sulphur Rock,Arkansas,1013345
Swifton,Arkansas,1013346
Texarkana,Arkansas,1013347
Timbo,Arkansas,1013348
Tontitown,Arkansas,1013349
Trumann,Arkansas,1013350
Valley Springs,Arkansas,1013351
Van Buren,Arkansas,1013352
Vilonia,Arkansas,1013353
Waldo,Arkansas,1013354
Waldron,Arkansas,1013355
Walnut Ridge,Arkansas,1013356
Ward,Arkansas,1013357
Warren,Arkansas,1013358
Washington,Arkansas,1013359
Weiner,Arkansas,1013360
West Fork,Arkansas,1013361
West Memphis,Arkansas,1013363
White Hall,Arkansas,1013364
Winslow,Arkansas,1013365
Wiseman,Arkansas,1013366
Wrightsville,Arkansas,1013367
Wynne,Arkansas,1013368
Yellville,Arkansas,1013369
Ajo,Arizona,1013370
Alpine,Arizona,1013371
Amado,Arizona,1013372
Apache Junction,Arizona,1013373
Arizona City,Arizona,1013374
Ash Fork,Arizona,1013375
Avondale,Arizona,1013376
Benson,Arizona,1013377
Bisbee,Arizona,1013378
Buckeye,Arizona,1013379
Bullhead City,Arizona,1013380
Camp Verde,Arizona,1013381
Carefree,Arizona,1013382
Casa Grande,Arizona,1013383
Catalina,Arizona,1013384
Cave Creek,Arizona,1013385
Central,Arizona,1013386
Chandler,Arizona,1013387
Chinle,Arizona,1013388
Chino Valley,Arizona,1013389
Clarkdale,Arizona,1013390
Clifton,Arizona,1013391
Cochise,Arizona,1013392
Colorado City,Arizona,1013393
Congress,Arizona,1013394
Coolidge,Arizona,1013395
Cortaro,Arizona,1013396
Cottonwood,Arizona,1013397
Dateland,Arizona,1013398
Douglas,Arizona,1013400
Duncan,Arizona,1013401
Ehrenberg,Arizona,1013402
El Mirage,Arizona,1013403
Elgin,Arizona,1013404
Eloy,Arizona,1013405
Flagstaff,Arizona,1013406
Florence,Arizona,1013407
Fountain Hills,Arizona,1013408
Fredonia,Arizona,1013409
Fort Defiance,Arizona,1013410
Fort Huachuca,Arizona,1013411
Fort Mohave,Arizona,1013412
Fort Thomas,Arizona,1013413
Ganado,Arizona,1013414
Gila Bend,Arizona,1013415
Gilbert,Arizona,1013416
Glendale,Arizona,1013417
Globe,Arizona,1013418
Goodyear,Arizona,1013419
Green Valley,Arizona,1013421
Hayden,Arizona,1013422
Holbrook,Arizona,1013425
Hotevilla-Bacavi,Arizona,1013426
Joseph City,Arizona,1013427
Kayenta,Arizona,1013428
Keams Canyon,Arizona,1013429
Kearny,Arizona,1013430
Kingman,Arizona,1013431
Kykotsmovi Village,Arizona,1013432
Lake Havasu City,Arizona,1013433
Lake Montezuma,Arizona,1013434
Litchfield Park,Arizona,1013437
Littlefield,Arizona,1013438
Luke Air Force Base,Arizona,1013439
Mammoth,Arizona,1013440
Many Farms,Arizona,1013441
Marana,Arizona,1013442
Maricopa,Arizona,1013443
Mayer,Arizona,1013444
Mesa,Arizona,1013445
Miami,Arizona,1013446
Mohave Valley,Arizona,1013448
Morenci,Arizona,1013449
Morristown,Arizona,1013450
Naco,Arizona,1013451
New River,Arizona,1013452
Nogales,Arizona,1013453
Oracle,Arizona,1013454
Page,Arizona,1013455
Palo Verde,Arizona,1013456
Paradise Valley,Arizona,1013457
Parker,Arizona,1013458
Parks,Arizona,1013459
Payson,Arizona,1013460
Peoria,Arizona,1013461
Phoenix,Arizona,1013462
Pima,Arizona,1013463
Poston,Arizona,1013465
Prescott,Arizona,1013466
Prescott Valley,Arizona,1013467
Quartzsite,Arizona,1013468
Queen Creek,Arizona,1013469
Red Rock,Arizona,1013470
Rio Rico,Arizona,1013471
Rio Verde,Arizona,1013472
Sacaton,Arizona,1013473
Safford,Arizona,1013474
Sahuarita,Arizona,1013475
Salome,Arizona,1013476
San Carlos,Arizona,1013477
San Luis,Arizona,1013478
San Manuel,Arizona,1013479
San Simon,Arizona,1013480
Sanders,Arizona,1013481
Scottsdale,Arizona,1013482
Sedona,Arizona,1013483
Seligman,Arizona,1013484
Sells,Arizona,1013485
Show Low,Arizona,1013486
Sierra Vista,Arizona,1013487
Skull Valley,Arizona,1013488
Snowflake,Arizona,1013489
Solomon,Arizona,1013490
Somerton,Arizona,1013491
Springerville,Arizona,1013492
Saint David,Arizona,1013493
Saint Johns,Arizona,1013494
Saint Michaels,Arizona,1013495
Stanfield,Arizona,1013496
Sun City,Maricopa County,1013497
Sun City West,Arizona,1013498
Superior,Arizona,1013499
Surprise,Arizona,1013500
Teec Nos Pos,Arizona,1013501
Tempe,Arizona,1013502
Thatcher,Arizona,1013503
Tolleson,Arizona,1013504
Tombstone,Arizona,1013505
Tonopah,Arizona,1013506
Topawa,Arizona,1013507
Tuba City,Arizona,1013508
Tucson,Arizona,1013509
Vail,Arizona,1013510
Waddell,Arizona,1013511
Wellton,Arizona,1013512
Whiteriver,Arizona,1013513
Wickenburg,Arizona,1013514
Wikieup,Arizona,1013515
Willcox,Arizona,1013516
Williams,Arizona,1013517
Window Rock,Arizona,1013518
Winkelman,Arizona,1013519
Winslow,Arizona,1013520
Wittmann,Arizona,1013521
Youngtown,Arizona,1013522
Yuma,Arizona,1013523
Acton,California,1013524
Adelanto,California,1013525
Agoura Hills,California,1013526
Alameda,California,1013527
Alamo,California,1013528
Albany,California,1013529
Albion,California,1013530
Alhambra,California,1013531
Aliso Viejo,California,1013532
Alleghany,California,1013533
Alpaugh,California,1013534
Alpine,California,1013535
Alta,California,1013536
Altadena,California,1013537
Alturas,California,1013539
American Canyon,California,1013541
Anaheim,California,1013542
Anderson,California,1013543
Angels Camp,California,1013544
Angwin,California,1013545
Annapolis,California,1013546
Antelope,California,1013547
Antioch,California,1013548
Apple Valley,California,1013549
Aptos,California,1013550
Arbuckle,California,1013551
Arcadia,California,1013552
Arcata,California,1013553
Arnold,California,1013554
Aromas,California,1013555
Arroyo Grande,California,1013556
Artesia,California,1013557
Arvin,California,1013558
Atascadero,California,1013559
Atherton,California,1013560
Atwater,California,1013561
Auberry,California,1013562
Auburn,California,1013563
Avalon,California,1013564
Avenal,California,1013565
Avila Beach,California,1013566
Azusa,California,1013567
Badger,California,1013568
Baker,California,1013569
Bakersfield,California,1013570
Baldwin Park,California,1013571
Bangor,California,1013572
Banning,California,1013573
Barstow,California,1013574
Beale Air Force Base,California,1013575
Beaumont,California,1013576
Bell,California,1013577
Bell Gardens,California,1013578
Bella Vista,California,1013579
Bellflower,California,1013580
Belmont,California,1013581
Belvedere Tiburon,California,1013582
Ben Lomond,California,1013583
Benicia,California,1013584
Berkeley,California,1013585
Bethel Island,California,1013586
Beverly Hills,California,1013587
Big Bear,California,1013588
Big Bear Lake,California,1013589
Big Bend,California,1013590
Big Creek,California,1013591
Groveland-Big Oak Flat,California,1013592
Big Pine,California,1013593
Big Sur,California,1013594
Biggs,California,1013595
Bishop,California,1013596
Bloomington,California,1013598
Blue Jay,California,1013599
Blue Lake,California,1013600
Blythe,California,1013601
Bodega Bay,California,1013602
Bolinas,California,1013603
Bonsall,California,1013605
Boonville,California,1013606
Boron,California,1013607
Borrego Springs,California,1013608
Boulder Creek,Santa Cruz County,1013609
Boyes Hot Springs,California,1013610
Bradley,California,1013611
Brawley,California,1013612
Brea,California,1013613
Brentwood,Contra Costa County,1013614
Bridgeport,California,1013615
Brisbane,California,1013617
Brookdale,California,1013618
Buellton,California,1013620
Buena Park,California,1013621
Burbank,California,1013622
Burlingame,California,1013623
Burney,California,1013624
Burrel,California,1013625
Butte City,California,1013626
Buttonwillow,California,1013627
Byron,California,1013628
Cabazon,California,1013629
Calabasas,California,1013630
Calexico,California,1013631
California City,California,1013632
California Hot Springs,California,1013633
Calimesa,California,1013634
Calipatria,California,1013635
Calistoga,California,1013636
Calpella,California,1013637
Camarillo,California,1013638
Cambria,California,1013639
Camino,California,1013640
Camp Pendleton North,California,1013641
Campbell,California,1013642
Campo,California,1013643
Camptonville,California,1013644
Canyon,California,1013646
Capitola,California,1013649
Carlsbad,California,1013651
Carmel-by-the-Sea,California,1013652
Carmel Valley,Monterey County,1013653
Carmichael,California,1013654
Carpinteria,California,1013655
Carson,California,1013656
Caruthers,California,1013657
Castaic,California,1013658
Castro Valley,California,1013659
Castroville,California,1013660
Cathedral City,California,1013661
Cayucos,California,1013662
Cazadero,California,1013663
Ceres,California,1013665
Cerritos,California,1013666
Chester,California,1013669
Chicago Park,California,1013670
Chico,California,1013671
Chinese Camp,California,1013672
Chino,California,1013673
Chino Hills,California,1013674
Chowchilla,California,1013675
Chualar,California,1013676
Chula Vista,California,1013677
Citrus Heights,California,1013678
City of Industry,California,1013679
Claremont,California,1013680
Clayton,California,1013681
Clearlake,California,1013682
Clearlake Oaks,California,1013683
Clements,California,1013684
Cloverdale,Sonoma County,1013685
Clovis,California,1013686
Coachella,California,1013687
Coalinga,California,1013688
Cobb,California,1013689
Coleville,California,1013690
Colfax,California,1013691
Coloma,California,1013692
Colton,California,1013693
Columbia,Tuolumne County,1013694
Colusa,California,1013695
Compton,California,1013696
Concord,California,1013697
Copperopolis,California,1013698
Corcoran,California,1013699
Corning,California,1013700
Corona,California,1013701
Coronado,California,1013703
Corte Madera,California,1013704
Costa Mesa,California,1013705
Cottonwood,California,1013706
Coulterville,California,1013707
Covelo,California,1013708
Covina,California,1013709
Crescent City,California,1013710
Crestline,California,1013711
Crockett,California,1013712
Crows Landing,California,1013713
Culver City,California,1013714
Cupertino,California,1013715
Cypress,California,1013716
Daggett,California,1013717
Daly City,California,1013718
Dana Point,California,1013719
Danville,California,1013720
Davis,California,1013721
Death Valley,California,1013722
Deer Park,California,1013723
Del Mar,California,1013724
Delano,California,1013725
Delhi,California,1013726
Del Rio,California,1013727
Desert Center,California,1013728
Diablo,California,1013730
Diamond Bar,California,1013731
Diamond Springs,California,1013732
Dinuba,California,1013733
Dixon,California,1013734
Dorris,California,1013735
Dos Palos,California,1013736
Downey,California,1013737
Downieville,California,1013738
Duarte,California,1013739
Dublin,California,1013740
Ducor,California,1013741
Dunnigan,California,1013742
Dunsmuir,California,1013743
Durham,California,1013744
Dutch Flat,California,1013745
Earlimart,California,1013746
Earp,California,1013747
Edison,Kern County,1013749
El Cajon,California,1013751
El Centro,California,1013752
El Cerrito,Contra Costa County,1013753
El Dorado Hills,California,1013755
El Granada,California,1013756
El Monte,California,1013757
El Segundo,California,1013758
El Sobrante,Contra Costa County,1013759
Eldridge,California,1013760
Elk,California,1013761
Elk Creek,California,1013762
Elk Grove,California,1013763
Elmira,California,1013764
Elverta,California,1013765
Emeryville,California,1013766
Empire,California,1013767
Encinitas,California,1013768
Escalon,California,1013770
Escondido,California,1013771
Esparto,California,1013772
Etna,California,1013773
Eureka,California,1013774
Exeter,California,1013775
Fair Oaks,California,1013776
Fairfax,California,1013777
Fairfield,California,1013778
Fall River Mills,California,1013779
Fallbrook,California,1013780
Farmersville,California,1013781
Farmington,California,1013782
Felton,California,1013783
Ferndale,California,1013784
Fiddletown,California,1013785
Fillmore,California,1013786
Firebaugh,California,1013787
Five Points,California,1013788
Folsom,California,1013789
Fontana,California,1013790
Forbestown,California,1013792
Forest Knolls,California,1013793
Forest Ranch,California,1013794
Foresthill,California,1013795
Forestville,California,1013796
Fortuna,California,1013797
Fountain Valley,California,1013798
Fowler,California,1013799
Frazier Park,California,1013800
Freedom,California,1013801
Fremont,California,1013802
French Gulch,California,1013803
Fresno,California,1013804
Friant,California,1013805
Fort Bragg,California,1013806
Fort Irwin,California,1013807
Fullerton,California,1013808
Fulton,California,1013809
Galt,California,1013810
Garberville,California,1013811
Garden Grove,California,1013812
Gardena,California,1013813
Gazelle,California,1013814
Georgetown,California,1013815
Geyserville,California,1013816
Gilroy,California,1013817
Glen Ellen,California,1013818
Glendale,California,1013819
Glendora,California,1013820
Glennville,California,1013821
Goleta,California,1013822
Gonzales,California,1013823
Grand Terrace,California,1013825
Grass Valley,California,1013826
Greenfield,California,1013828
Greenville,California,1013829
Greenwood,California,1013830
Grenada,California,1013831
Gridley,California,1013832
Grizzly Flats,California,1013833
Groveland,California,1013834
Grover Beach,California,1013835
Guadalupe,California,1013836
Gualala,California,1013837
Guerneville,California,1013838
Guinda,California,1013839
Gustine,California,1013840
Hacienda Heights,California,1013841
Half Moon Bay,California,1013842
Hanford,California,1013843
Happy Camp,California,1013844
Hawthorne,California,1013846
Hayfork,California,1013847
Hayward,California,1013848
Healdsburg,California,1013849
Heber,California,1013850
Helendale,California,1013851
Hemet,California,1013852
Herald,California,1013853
Hercules,California,1013854
Herlong,California,1013855
Hermosa Beach,California,1013856
Hesperia,California,1013857
Hickman,California,1013858
Highland,California,1013859
Hilmar,California,1013860
Hollister,California,1013861
Holtville,California,1013862
Homeland,California,1013863
Homewood,California,1013864
Honeydew,California,1013865
Hoopa,California,1013866
Hornbrook,California,1013867
Hughson,California,1013868
Huntington Beach,California,1013869
Huntington Park,California,1013870
Huron,California,1013871
Hydesville,California,1013872
Igo,California,1013874
Imperial,California,1013875
Imperial Beach,California,1013876
Independence,California,1013877
Indian Wells,California,1013878
Indio,California,1013879
Inglewood,California,1013880
Inverness,California,1013881
Ione,California,1013882
Irvine,California,1013883
Isleton,California,1013884
Ivanhoe,California,1013885
Jackson,California,1013886
Jacumba Hot Springs,California,1013887
Jamestown,California,1013888
Jamul,California,1013889
Jenner,California,1013890
Joshua Tree,California,1013891
Julian,California,1013892
June Lake,California,1013893
Kelseyville,California,1013894
Kentfield,California,1013895
Kenwood,California,1013896
Kerman,California,1013897
Kernville,California,1013898
King City,California,1013899
Kings Beach,California,1013900
Kingsburg,California,1013902
Klamath,California,1013903
Kneeland,California,1013904
Knights Landing,California,1013905
Knightsen,California,1013906
La Canada Flintridge,California,1013907
La Crescenta-Montrose,California,1013908
La Habra,California,1013909
La Honda,California,1013910
La Mesa,California,1013912
La Mirada,California,1013913
La Palma,California,1013914
La Puente,California,1013915
La Quinta,California,1013916
La Verne,California,1013917
Ladera Ranch,California,1013918
Lafayette,California,1013919
Laguna Beach,California,1013920
Laguna Hills,California,1013921
Laguna Niguel,California,1013922
Lake Arrowhead,California,1013923
Lake Elsinore,California,1013924
Lake Forest,California,1013925
Lake Hughes,California,1013926
Lake Isabella,California,1013927
Lakeport,California,1013928
Lakeside,California,1013929
Lakewood,California,1013930
